DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D16;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS16;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE
PE;308668;CR.P.CONV;SEMEANDO SABER;PENHA;PENHA;;AVENIDA SANTO ANTÔNIO DO RIACHO;500   ;JARDIM PENHA;03757020;27760636;;;Ativa;18;CANGAIBA;1802;35586648;35586648;;16-jun-16;201600967457;16-jun-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23504385;-46496567;CON;28-dez-17
BT;308669;CR.P.CONV;PEQUENOS DO BUTANTA;BUTANTA;BUTANTA;;RUA SANTIAGO FERRER;48    ;PARQUE IPÊ;05571140;37817114;;;Ativa;65;RAPOSO TAVARES;6505;35586651;35586651;;31-mai-16;201601015174;31-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23599373;-46796804;CON;28-dez-17
IQ;308670;ESC.PART.;ANJO AZUL, N.E.R.I.;ITAQUERA;ITAQUERA;;RUA SURUCUÁS;163   ;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;08220000;;;;Ativa;37;ITAQUERA;3701;35587370;35587370;;16-jul-16;51;12-jul-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23537523;-46469922;;28-dez-17
CL;308671;CR.P.CONV;CRISTO LIBERTADOR II;CAMPO LIMPO;M'BOI MIRIM;;AVENIDA TAQUANDAVA;800   ;CIDADE IPAVA;04950000;58999694;;;Ativa;43;JARDIM ANGELA;4309;35586924;35586924;;30-jun-16;201600108918;30-jun-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23723386;-46763310;CON;28-dez-17
BT;308672;CR.P.CONV;PRIMEIROS CAMINHOS;BUTANTA;BUTANTA;;RUA MAJOR WALTER CARLSON;534   ;JARDIM SÃO JORGE (RAPOSO TAVARES);05567050;37815113;;;Ativa;65;RAPOSO TAVARES;6505;35586791;35586791;;31-mai-16;201600936446;31-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23591894;-46789791;CON;28-dez-17
BT;308673;CR.P.CONV;FAZENDO ARTE;BUTANTA;BUTANTA;;RUA JOAQUIM GALVÃO;544   ;VILA SÔNIA;05627010;37392326;;;Ativa;94;VILA SONIA;9403;35586729;35586729;;31-mai-16;201600951674;31-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23594632;-46729975;CON;28-dez-17
IQ;308674;ESC.PART.;MAGIA DO SABER, E.E.I.;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA ENGENHEIRO GUILHERME CRISTIANO FRENDER;820   ;VILA ANTONIETA;03477000;;;;Ativa;04;ARICANDUVA;0403;35178559;35178559;;20-jul-16;55;15-jul-16;;20-jul-16;;;;;;;;;;;;;;;;;;;;;;;;-23566433;-46513303;;28-dez-17
IQ;308675;CR.P.CONV;MARIA VERA;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;PRACA AURÉLIO LOMBARDI;63    ;VILA CARRÃO;03445060;20927268;;;Ativa;20;CARRAO;2001;35586870;35586870;;07-mar-16;201600281130;07-mar-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23551646;-46528311;CON;28-dez-17
IQ;308677;CR.P.CONV;ANJO DE LUZ;ITAQUERA;ITAQUERA;;RUA FRANCISCO RODRIGUES SECKLER;145   ;VILA TAQUARI;08230020;23058654;;;Ativa;37;ITAQUERA;3705;35586912;35586912;;04-abr-16;201502954687;04-abr-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23525906;-46455722;CON;28-dez-17
SA;308678;CR.P.CONV;VIVER MELHOR;SANTO AMARO;CIDADE ADEMAR;;RUA AMERICANÓPOLIS;310   ;AMERICANÓPOLIS;04428070;56266673;;;Ativa;22;CIDADE ADEMAR;2204;35586985;35586985;;28-jul-15;201501814121;28-jul-15;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23681877;-46655816;CON;28-dez-17
FO;308679;CR.P.CONV;FUTURO DO AMANHA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA ANTÔNIO PINTO DA COSTA;10    ;PARQUE TIETÊ;02870040;25373365;;;Ativa;11;BRASILANDIA;1106;35587035;35587035;;08-jul-16;201601315402;08-jul-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23461139;-46675885;CON;28-dez-17
MP;308680;CR.P.CONV;KAUE MARQUES;SAO MIGUEL;SAO MIGUEL;;RUA ASCENSO FERNANDES;1108  ;PARQUE PAULISTANO;08081040;25852366;;;Ativa;44;JARDIM HELENA;4403;35587102;35587102;;15-jun-16;201601221777;15-jun-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23487381;-46423405;CON;28-dez-17
PJ;308681;ESC.PART.;PACAEMBU, N.E.;PIRITUBA;LAPA;;RUA TRAIPU;365   ;PACAEMBU;01235000;;;;Ativa;06;BARRA FUNDA;0605;35587278;35587278;;09-ago-16;61;05-ago-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23535293;-46663571;;28-dez-17
CL;308682;ESC.PART.;PORTAL DO MORUMBI, ESCOLA;CAMPO LIMPO;CAMPO LIMPO;;RUA DOMINGOS LOPES DA SILVA;4     ;VILA SUZANA;05641030;37426847;37427414;;Ativa;83;VILA ANDRADE;8301;35587527;35587527;;09-ago-16;232;04-ago-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23616019;-46734554;;28-dez-17
MP;308683;CR.P.CONV;JOSE DIAS PEQUENO PRINCIPE;SAO MIGUEL;SAO MIGUEL;;AVENIDA AFONSO LOPES DE BAIÃO;490   ;VILA CAROLINA;08040000;20581294;;;Ativa;87;VILA JACUI;8704;35587229;35587229;;17-jun-16;201601201113;17-jun-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23503712;-46447861;CON;28-dez-17
MP;308684;CR.P.CONV;CRIANCA FELIZ III;SAO MIGUEL;ITAIM PAULISTA;;RUA VISCONDE DE ALJEZUR;492   ;VILA JUREMA;08130210;25692780;;;Ativa;36;ITAIM PAULISTA;3610;35004071;35004071;;22-jun-16;201601124836;22-jun-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23509721;-46374258;CON;28-dez-17
MP;308686;CR.P.CONV;CRIANCA FELIZ IV;SAO MIGUEL;ITAIM PAULISTA;;RUA DESEMBARGADOR JUAREZ MATTOS BARRETO BEZERRA DE MENEZES;82    ;CIDADE KEMEL;08130450;21567906;;;Ativa;36;ITAIM PAULISTA;3610;35004072;35004072;;22-jun-16;201601124747;22-jun-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23500461;-46369392;CON;28-dez-17
MP;308687;CR.P.CONV;CAMINHOS DO SABER;SAO MIGUEL;ITAIM PAULISTA;;RUA CORNÉLIO DE ARZAO;550   ;JARDIM MIRIAM;08140550;;;;Ativa;36;ITAIM PAULISTA;3608;35587497;35587497;;26-abr-16;201600685141;26-abr-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23518295;-46395789;CON;28-dez-17
MP;308688;CR.P.CONV;INFANCIA COM AFETO;SAO MIGUEL;SAO MIGUEL;;RUA APIÚ-QUIRIBÓ;5     ;VILA AIMORÉ;08190030;;;;Ativa;44;JARDIM HELENA;4404;35587345;35587345;;20-jun-16;201601124852;20-jun-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23493511;-46405101;CON;28-dez-17
PJ;308689;CR.P.CONV;SANTA CATARINA;PIRITUBA;PIRITUBA;;RUA BERNARDO ROLIM DE MOURA;270   ;VILA MIRANTE;02955110;26149787;;;Ativa;63;PIRITUBA;6304;35587503;35587503;;08-ago-16;201601384080;08-ago-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23466294;-46719642;CON;28-dez-17
IQ;308690;ESC.PART.;MENTES BRILHANTES, C.E.;ITAQUERA;ITAQUERA;;RUA KEN SUGAYA;148   ;ITAQUERA;08210100;;;;Ativa;37;ITAQUERA;3702;35199138;35199138;;12-ago-16;68;10-ago-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23538513;-46453792;;28-dez-17
FO;308691;CR.P.CONV;ARLETE ANIZETE DE OLIVEIRA LIMA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA ENOCH BARREIRA DE MACEDO;130   ;PARQUE TIETÊ;02870140;38514621;;;Ativa;11;BRASILANDIA;1106;35587448;35587448;;19-ago-16;201601466559;16-ago-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23458939;-46675218;CON;28-dez-17
PJ;308692;ESC.PART.;ALMANAQUE, N.I.;PIRITUBA;LAPA;;RUA PONTA PORÃ;165   ;VILA IPOJUCA;05058000;;;;Ativa;48;LAPA;4803;35163120;35163120;;12-nov-97;162;12-nov-97;;;;;;;;;;;;;;;;;;;;;;;;;;-23528529;-46706528;;28-dez-17
PJ;308693;ESC.PART.;PRIMEIROS PASSOS, E.E.I.;PIRITUBA;PIRITUBA;;AVENIDA RAIMUNDO PEREIRA DE MAGALHÃES;3660  ;JARDIM ÍRIS;05145200;;;;Ativa;63;PIRITUBA;6305;35004500;35004500;;20-ago-16;68;19-ago-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23495288;-46730004;;28-dez-17
JT;308694;CR.P.CONV;CRESCER E APRENDER;JACANA/TREMEMBE;JACANA/TREMEMBE;;RUA BENJAMIN PEREIRA;690   ;JAÇANÃ;02274001;;;;Ativa;39;JACANA;3904;35004498;35004498;;21-jul-16;201601248926;21-jul-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23467762;-46586843;CON;28-dez-17
MP;308695;ESC.PART.;CANTINHO ENCANTADO DA CRIANCA, E.E.I.;SAO MIGUEL;ITAIM PAULISTA;;AVENIDA RIO MIRIVAÍ;9     ;PARQUE SANTA AMÉLIA;08122440;;;;Ativa;36;ITAIM PAULISTA;3610;35129012;35129012;000000000082235;07-jan-10;49;04-dez-09;;;;;;;;;;;;;;;;;;;;;;;;;;-23502423;-46376670;;28-dez-17
IP;308696;CR.P.CONV;CORUJA SAPECA;IPIRANGA;VILA PRUDENTE;;RUA PIRES PIMENTEL;439   ;PARQUE DA VILA PRUDENTE;03138040;26455215;;;Ativa;93;VILA PRUDENTE;9302;35004002;35004002;;31-mai-16;201502969137;31-mai-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23585620;-46580978;CON;28-dez-17
IP;308697;ESC.PART.;TALK KIDS;IPIRANGA;VILA MARIANA;;RUA BENTO DE ANDRADE;272   ;JARDIM PAULISTA;04503001;;;;Ativa;32;MOEMA;3201;35004234;35004234;;10-set-16;93;06-set-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23582640;-46665819;;28-dez-17
FO;308698;CR.P.CONV;COMO NOSSOS PAIS;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA CIRILO CORREIA;164   ;JARDIM DAMASCENO;02879180;39217221;;;Ativa;11;BRASILANDIA;1102;35588040;35588040;;19-set-16;201601854796;19-set-16;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23445709;-46698995;CON;28-dez-17
PJ;308699;ESC.PART.;HARMONIA, E.E.I.;PIRITUBA;PIRITUBA;;RUA PARANAVAÍ;145   ;VILA JAGUARA;05116060;;;;Ativa;42;JARAGUA;4201;35813035;35813035;;15-dez-09;120;10-nov-09;;;;;;;;;;;;;;;;;;;;;;;;;;-23511928;-46746311;;28-dez-17
MP;308700;CR.P.CONV;TIA VALDICE;SAO MIGUEL;ITAIM PAULISTA;;RUA CÂNDIDO DA ROCHA;354   ;JARDIM CAMARGO NOVO;08121290;25675665;;;Ativa;36;ITAIM PAULISTA;3606;35587813;35587813;;20-jun-16;201601081037;20-jun-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23503457;-46385008;CON;28-dez-17
IP;308701;ESC.PART.;RUMO DO GIRASSOL, C.R.I.;IPIRANGA;IPIRANGA;;RUA ENGENHEIRO SAMPAIO COELHO;97    ;VILA MONUMENTO;04261080;;;;Ativa;34;IPIRANGA;3403;35004235;35004235;;24-set-16;98;20-set-16;;24-set-16;;;;;;;;;;;;;;;;;;;;;;;;-23579386;-46610656;;28-dez-17
IP;308702;ESC.PART.;HAPPY DAY, E.I.;IPIRANGA;IPIRANGA;;RUA MARIA DA CONCEIÇÃO MACIEL DE BARROS;135   ;VILA VERA;04295030;;;;Ativa;68;SACOMA;6802;35004001;35004001;;04-out-16;102;29-set-16;;04-out-16;;;;;;;;;;;;;;;;;;;;;;;;-23625494;-46603354;;28-dez-17
IP;308703;ESC.PART.;MON PETIT, B.R.I.;IPIRANGA;SE;;RUA ITARARÉ;101   ;BELA VISTA;01308030;;;;Ativa;07;BELA VISTA;0701;35004010;35004010;;14-out-16;111;07-out-16;;14-out-16;;;;;;;;;;;;;;;;;;;;;;;;-23554855;-46653191;;28-dez-17
CL;308706;CR.P.CONV;VOVO MARIA;CAMPO LIMPO;CAMPO LIMPO;;RUA PROFESSORA NINA STOCCO;861   ;JARDIM CATANDUVA;05767001;58411593;;;Ativa;17;CAMPO LIMPO;1704;35004031;35004031;;27-out-16;201601590950;27-out-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23632085;-46758767;CON;28-dez-17
FO;308707;ESC.PART.;SEMENTINHA DO SABER;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;RUA FRANCISCO DIOGO;295   ;PARQUE PERUCHE;02538000;;;;Ativa;21;CASA VERDE;2102;35004107;35004107;;09-nov-16;211;28-out-16;;09-nov-16;;;;;;;;;;;;;;;;;;;;;;;;-23500496;-46654430;;28-dez-17
PE;308708;ESC.PART.;EAGLE BILINGUAL SCHOOL;PENHA;MOOCA;;RUA IRMÃ CAROLINA;399   ;BELENZINHO;03058040;;;;Ativa;08;BELEM;0801;35004048;35004048;;10-nov-16;469;27-set-16;;10-nov-16;;;;;;;;;;;;;;;;;;;;;;;;-23538657;-46585408;;28-dez-17
FO;308709;ESC.PART.;GILEADE BABY;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;AVENIDA ENGENHEIRO CAETANO ÁLVARES;1527  ;CASA VERDE MÉDIA;02521005;;;;Ativa;50;LIMAO;5002;35004101;35004101;;17-nov-16;214;11-nov-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23501578;-46666089;;28-dez-17
IQ;308710;CR.P.CONV;JARDIM FLOR DE LIS II;ITAQUERA;ITAQUERA;;RUA LUÍS DE TOLEDO PIZA;220   ;JARDIM NOSSA SENHORA DO CARMO;08275070;27432463;;;Ativa;57;PARQUE DO CARMO;5703;35004052;35004052;;06-set-16;201601168892;06-set-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23569133;-46474996;CON;28-dez-17
MP;308711;CR.P.CONV;EMILIA INES;SAO MIGUEL;ITAIM PAULISTA;;RUA TIBÚRCIO DE SOUSA;1143  ;ITAIM PAULISTA;08140000;20256392;;;Ativa;36;ITAIM PAULISTA;3608;35004055;35004055;;31-out-16;201602382677;31-out-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23507087;-46395784;CON;28-dez-17
BT;308712;ESC.PART.;PITAGORAS, N.E.;BUTANTA;BUTANTA;;RUA PROFESSOR MÁXIMO RIBEIRO NUNES;595   ;JARDIM PERI PERI;05535000;;;;Ativa;12;BUTANTA;1202;35004063;35004063;;18-nov-16;140;11-nov-16;;18-nov-16;;;;;;;;;;;;;;;;;;;;;;;;-23583479;-46734341;;28-dez-17
PE;308713;ESC.PART.;DESPERTAR DO SABER, N.E.;PENHA;PENHA;;RUA MARIA EUGÊNIA CELSO;105   ;PARQUE ARTUR ALVIM;03568050;;;;Ativa;05;ARTUR ALVIM;0503;35004079;35004079;;25-nov-16;239;18-nov-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23542539;-46483974;;28-dez-17
SA;308714;ESC.PART.;DI STEFANO, COLEGIO;SANTO AMARO;SANTO AMARO;;RUA ANTÔNIO DAS CHAGAS;252   ;CHÁCARA SANTO ANTÔNIO (ZONA SUL);04714000;;;;Ativa;71;SANTO AMARO;7101;35004114;35004114;;07-dez-16;141;05-dez-16;;07-dez-16;;;;;;;;;;;;;;;;;;;;;;;;-23633529;-46696629;;28-dez-17
IQ;308715;ESC.PART.;OS BRASILEIRINHOS, E.E.I.;ITAQUERA;ITAQUERA;;RUA NICOLAU CAMPANELLA;18    ;VILA VERDE;08230600;;;;Ativa;37;ITAQUERA;3705;35004508;35004508;;09-dez-16;138;07-dez-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23517471;-46444143;;28-dez-17
IP;308716;ESC.PART.;NOVA ACAO, ESCOLA;IPIRANGA;IPIRANGA;;RUA DO GRITO;265   ;IPIRANGA;04217000;;;;Ativa;34;IPIRANGA;3402;35004172;35004172;;13-dez-16;145;07-dez-16;;13-dez-16;;;;;;;;;;;;;;;;;;;;;;;;-23599108;-46602322;;28-dez-17
IP;308717;ESC.PART.;ESPACO JACARANDA;IPIRANGA;IPIRANGA;;RUA EUGÊNIO KUSNET;6     ;VILA SANTA TERESA (ZONA SUL);04187310;;;;Ativa;68;SACOMA;6803;35004162;35004162;;13-dez-16;147;07-dez-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23644456;-46594331;;28-dez-17
IP;308718;ESC.PART.;ESPACO JACARANDA - UNIDADE II;IPIRANGA;IPIRANGA;;RUA EUGÊNIO KUSNET;15    ;VILA SANTA TERESA (ZONA SUL);04187310;;;;Ativa;68;SACOMA;6803;35004163;35004163;;13-dez-16;149;07-dez-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23644415;-46594474;;28-dez-17
CL;308719;ESC.PART.;RECANTO DOS ANJOS, E.E.I.;CAMPO LIMPO;CAMPO LIMPO;;RUA MÁRIO NEME;158   ;JARDIM SAMARA;05759270;58429380;;;Ativa;17;CAMPO LIMPO;1701;35004457;35004457;;16-dez-16;337;14-dez-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23629035;-46766035;;28-dez-17
CL;308720;ESC.PART.;TURMINHA DA JULIANA, E,I.;CAMPO LIMPO;M'BOI MIRIM;;RUA THEREZA MAIA PINTO;217   ;VILA PREL;05780390;55122172;;;Ativa;46;JARDIM SAO LUIS;4601;35004186;35004186;;16-dez-16;339;14-dez-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23646656;-46754047;;28-dez-17
BT;308721;ESC.PART.;GRUPO MARQUES, ESCOLA;BUTANTA;BUTANTA;;RUA GENERAL BRASÍLIO TABORDA;369   ;JARDIM BONFIGLIOLI;05591100;;;;Ativa;12;BUTANTA;1201;35004520;35004520;;23-dez-16;189;21-dez-16;;23-dez-16;;;;;;;;;;;;;;;;;;;;;;;;-23579650;-46734258;;28-dez-17
FO;308722;ESC.PART.;ESTRELA DO AMANHA, E.E.I.;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;AVENIDA CLAVÁSIO ALVES DA SILVA;479   ;VILA SIQUEIRA (ZONA NORTE);02722030;;;;Ativa;50;LIMAO;5003;35323412;35323412;;17-dez-16;480;08-dez-16;;;;;;;;;;;;;;;;;;;;;;;;;;-23499428;-46677889;;28-dez-17
CS;308723;CR.P.CONV;QUATRO ESTACOES;CAPELA DO SOCORRO;PARELHEIROS;;RUA HENRY PALMER;28    ;PARELHEIROS;04884150;59214881;;;Ativa;55;PARELHEIROS;5506;35004126;35004126;;30-nov-16;201602370741;30-nov-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23824834;-46706830;CON;28-dez-17
MP;308724;CR.P.CONV;SEMENTE DO AMANHA;SAO MIGUEL;ITAIM PAULISTA;;RUA VALDEMAR TAVEIRA DOS SANTOS;352   ;CIDADE KEMEL;08130095;965205925;;;Ativa;36;ITAIM PAULISTA;3610;35004129;35004129;;14-dez-16;201601418120;14-dez-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23511436;-46369548;CON;28-dez-17
IQ;308725;CR.P.CONV;VOVO LUIZA;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA HEMISFÉRIO;713   ;CHÁCARA BELENZINHO;03375000;22118400;23022484;;Ativa;85;VILA FORMOSA;8504;35581008;35581008;;18-dez-15;201502822934;18-dez-15;;29-nov-17;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23574293;-46548763;CON;28-dez-17
SM;308726;CR.P.CONV;NOVA GERACAO;SAO MATEUS;SAO MATEUS;;RUA LUIZ VICENTE PRADO FREIRE;127   ;JARDIM IGUATEMI;08380215;26767027;;;Ativa;33;IGUATEMI;3305;35004134;35004134;;13-dez-16;201601458920;13-dez-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23600722;-46438618;CON;28-dez-17
CS;308727;CR.P.CONV;CASA BRANCA;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA GENERAL CARLOS DE PAULA CHAVES;97    ;JARDIM TRÊS CORAÇÕES;04855320;59318279;;;Ativa;30;GRAJAU;3006;35004147;35004147;;15-dez-16;201601974716;15-dez-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23768338;-46683158;CON;28-dez-17
PE;308728;CR.P.CONV;ADONAI;PENHA;PENHA;;RUA LONDRES;611   ;VILA LONDRINA;03731030;20821547;;;Ativa;18;CANGAIBA;1801;35004148;35004148;;12-dez-16;201602106866;12-dez-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23509604;-46535040;CON;28-dez-17
PE;308729;CR.P.CONV;RELUZ;PENHA;ERMELINO MATARAZZO;;RUA FERNÃO MENDES PINTO;634   ;PARQUE BOTURUSSU;03803000;22142415;;;Ativa;28;ERMELINO MATARAZZO;2803;35004155;35004155;;12-dez-16;201602106874;12-dez-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23500682;-46486925;CON;28-dez-17
FO;308730;CR.P.CONV;MUNDO DE SOFIA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;AVENIDA DEPUTADO CANTÍDIO SAMPAIO;3436  ;VILA SOUZA;02860001;39211024;;;Ativa;11;BRASILANDIA;1105;35004152;35004152;;09-dez-16;201601384382;09-dez-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23455166;-46694718;CON;28-dez-17
CS;308731;CR.P.CONV;ITATINGA - NUCLEO II;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA CLARISSA;231   ;JARDIM EDI;04851070;55281649;;;Ativa;30;GRAJAU;3010;35004151;35004151;;20-dez-16;201601723071;20-dez-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23753071;-46670465;CON;28-dez-17
FO;308732;CR.P.CONV;RUTH ROCHA;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;AVENIDA FRANCISCO MACHADO DA SILVA;99    ;JARDIM PERI;02678000;38594890;;;Ativa;13;CACHOEIRINHA;1302;35004159;35004159;;09-dez-16;201601535259;09-dez-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23457094;-46661878;CON;28-dez-17
G;308733;CR.P.CONV;SOL NASCENTE III;GUAIANASES;CIDADE TIRADENTES;;RUA ÉDSON CHAGAS;27    ;JARDIM PÉROLA I;08474320;25188572;;;Ativa;25;CIDADE TIRADENTES;2502;35004160;35004160;;23-nov-16;201600034850;23-nov-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23584147;-46385162;CON;28-dez-17
JT;308734;CR.P.CONV;ESTRELA DO AMANHA;JACANA/TREMEMBE;JACANA/TREMEMBE;;RUA FAUSTINO MENDES;25    ;JARDIM JOAMAR;02321100;27379734;;;Ativa;81;TREMEMBE;8105;35004153;35004153;;09-nov-16;201601597289;09-nov-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23446819;-46588708;CON;28-dez-17
CL;308735;CR.P.CONV;PRO REI I;CAMPO LIMPO;M'BOI MIRIM;;ESTRADA DA CACHOEIRINHA;18    ;PARQUE SANTA BÁRBARA;04960000;55170214;;;Ativa;43;JARDIM ANGELA;4308;35004165;35004165;;20-dez-16;201600007151;20-dez-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23722169;-46785294;CON;28-dez-17
CL;308736;CR.P.CONV;PRO REI II;CAMPO LIMPO;M'BOI MIRIM;;RUA ANA LÚCIA DE AMICIS;309   ;JARDIM VERA CRUZ(ZONA SUL);04965020;55172631;;;Ativa;43;JARDIM ANGELA;4307;35004166;35004166;;20-dez-16;201600007171;20-dez-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23736708;-46776488;CON;28-dez-17
IQ;308737;CR.P.CONV;VALE DOS SONHOS;ITAQUERA;ITAQUERA;;RUA FLOR DE CABOCLO;17    ;PARQUE GUARANI;08235360;20521647;;;Ativa;37;ITAQUERA;3707;35004168;35004168;;08-dez-16;201602628447;08-dez-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23518199;-46458094;CON;28-dez-17
CS;308738;CR.P.CONV;JARDIM DAS ARAUCARIAS;CAPELA DO SOCORRO;PARELHEIROS;;RUA CAROLINA REIMBERG;57    ;PARELHEIROS;04882000;59205777;;;Ativa;55;PARELHEIROS;5505;35004167;35004167;;15-dez-16;201600970890;15-dez-16;;;ARAUCARIAS;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23803182;-46735622;CON;28-dez-17
IQ;308739;CR.P.CONV;LEAO DA TRIBO DE JUDA;ITAQUERA;ITAQUERA;;RUA FLOR DA ESPERANÇA;380   ;PARQUE GUARANI;08235500;20535719;;;Ativa;37;ITAQUERA;3707;35004171;35004171;;24-nov-16;201602565879;24-nov-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23520256;-46459256;CON;28-dez-17
CS;308740;CR.P.CONV;NOVA AMERICA;CAPELA DO SOCORRO;PARELHEIROS;;RUA JANE VANINE CAPOZI;45    ;CIDADE NOVA AMÉRICA;04897340;59773843;;;Ativa;55;PARELHEIROS;5512;35004164;35004164;;30-nov-16;201602368356;30-nov-16;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23870485;-46676312;CON;28-dez-17
PJ;308741;ESC.PART.;MAPLE BEAR POMPEIA;PIRITUBA;LAPA;;RUA BARÃO DO BANANAL;586   ;VILA POMPÉIA;05024000;;;;Ativa;60;PERDIZES;6001;35004506;35004506;;11-jan-17;3;06-jan-17;;;;;;;;;;;;;;;;;;;;;;;;;;-23529498;-46686954;;28-dez-17
