"status";"general_jedi_encarregado";"estatura_cm";"massa_em_kilos"
"Apto";"Shaak Ti";180,77;84,27
"Defeituoso";"Yoda";180,34;83,28
"Apto";"Mace Windu";181,03;84,21
"Apto";"Obi-Wan Kenobi";181,17;84,23
"Apto";"Yoda";180,9;83,28
"Defeituoso";"Yoda";180,54;83,04
"Apto";"Mace Windu";180,71;84,06
"Apto";"Yoda";180,62;83,41
"Apto";"Obi-Wan Kenobi";181;83,15
"Apto";"Obi-Wan Kenobi";180,63;83,12
"Apto";"Obi-Wan Kenobi";180,78;83,22
"Apto";"Mace Windu";180,39;84,49
"Apto";"Obi-Wan Kenobi";180,18;83,1
"Apto";"Aayla Secura";180,78;84,41
"Apto";"Mace Windu";180,09;84,15
"Apto";"Aayla Secura";180,55;83,32
"Apto";"Mace Windu";180,52;83,67
"Apto";"Aayla Secura";180,05;84,31
"Apto";"Obi-Wan Kenobi";181,09;83,02
"Apto";"Yoda";180,93;84,08
"Apto";"Shaak Ti";180,58;84,2
"Defeituoso";"Shaak Ti";180,48;83,14
"Apto";"Aayla Secura";180,89;84,27
"Defeituoso";"Shaak Ti";180,27;83,34
"Apto";"Aayla Secura";181,16;83,51
"Apto";"Aayla Secura";180,25;84,01
"Apto";"Yoda";180,37;84,41
"Apto";"Mace Windu";180,55;83,73
"Defeituoso";"Yoda";180,51;83,15
"Apto";"Aayla Secura";181,08;83,7
"Apto";"Aayla Secura";180,58;84,1
"Apto";"Aayla Secura";181,14;83,94
"Apto";"Obi-Wan Kenobi";180,1;84,32
"Apto";"Yoda";180,98;83,07
"Apto";"Obi-Wan Kenobi";180,18;83,12
"Apto";"Aayla Secura";180,96;83,46
"Apto";"Obi-Wan Kenobi";180,53;84,46
"Apto";"Yoda";180,74;83,58
"Defeituoso";"Shaak Ti";180,36;83,04
"Apto";"Aayla Secura";181;84,46
"Apto";"Yoda";180,31;83,92
"Apto";"Obi-Wan Kenobi";181;84,19
"Apto";"Mace Windu";180,18;84,32
"Apto";"Shaak Ti";180,67;84,42
"Apto";"Mace Windu";180,15;83,15
"Apto";"Aayla Secura";181,13;84,04
"Apto";"Aayla Secura";180,22;84,08
"Apto";"Aayla Secura";180,67;83,19
"Apto";"Obi-Wan Kenobi";180,77;83,38
"Apto";"Shaak Ti";180,09;84,01
"Apto";"Obi-Wan Kenobi";180,87;83,77
"Apto";"Shaak Ti";180,57;84,47
"Apto";"Shaak Ti";180,95;83,13
"Apto";"Aayla Secura";181,1;84,49
"Apto";"Yoda";180,19;84,18
"Apto";"Obi-Wan Kenobi";180,18;83,6
"Apto";"Mace Windu";180,81;83,88
"Apto";"Mace Windu";180,23;84,33
"Apto";"Obi-Wan Kenobi";180,31;84,01
"Apto";"Yoda";180,23;83,68
"Apto";"Shaak Ti";180,91;83,94
"Apto";"Aayla Secura";181,12;83,23
"Apto";"Yoda";180,83;83,9
"Apto";"Obi-Wan Kenobi";180,89;83,87
"Apto";"Aayla Secura";180,39;83,94
"Defeituoso";"Yoda";180,4;83,36
"Apto";"Shaak Ti";180;84,19
"Apto";"Mace Windu";180,48;84,26
"Defeituoso";"Yoda";180,31;83,25
"Defeituoso";"Yoda";180,42;83,2
"Apto";"Obi-Wan Kenobi";180,79;83,4
"Apto";"Obi-Wan Kenobi";181,16;83,56
"Apto";"Aayla Secura";180,39;83,74
"Apto";"Yoda";181,06;83,65
"Apto";"Mace Windu";181,04;84
"Defeituoso";"Yoda";180,43;83,38
"Apto";"Shaak Ti";180,66;84,21
"Apto";"Shaak Ti";180,7;83,23
"Apto";"Aayla Secura";180,92;83,28
"Apto";"Shaak Ti";180,58;83,35
"Defeituoso";"Yoda";180,55;83,31
"Apto";"Mace Windu";181,05;83,07
"Apto";"Aayla Secura";180,31;83,32
"Apto";"Yoda";180,06;83,41
"Defeituoso";"Yoda";180,48;83,1
"Defeituoso";"Yoda";180,28;83,13
"Apto";"Yoda";180,63;83,9
"Defeituoso";"Yoda";180,36;83,03
"Apto";"Obi-Wan Kenobi";180,84;84,12
"Apto";"Yoda";180,04;83,99
"Apto";"Shaak Ti";180,79;83,84
"Defeituoso";"Shaak Ti";180,37;83,17
"Apto";"Mace Windu";180,78;84,36
"Apto";"Obi-Wan Kenobi";180,01;83,71
"Apto";"Mace Windu";180,51;83,7
"Apto";"Mace Windu";181,04;83,54
"Apto";"Obi-Wan Kenobi";181,1;83,3
"Apto";"Aayla Secura";181,03;84,16
"Apto";"Shaak Ti";180,19;84,26
"Apto";"Aayla Secura";180,18;84,11
"Apto";"Yoda";181,06;83,94
"Apto";"Obi-Wan Kenobi";180,02;83,86
"Apto";"Mace Windu";180,23;83,68
"Apto";"Aayla Secura";180,19;84,44
"Apto";"Aayla Secura";180,98;83,25
"Apto";"Yoda";180,72;83,22
"Apto";"Aayla Secura";181,08;84,34
"Apto";"Mace Windu";180,26;83,67
"Apto";"Shaak Ti";180,67;84,26
"Apto";"Shaak Ti";180,54;83,41
"Apto";"Shaak Ti";180,85;84,21
"Apto";"Mace Windu";180,62;83,32
"Apto";"Aayla Secura";180,81;84,2
"Apto";"Mace Windu";180,76;84,22
"Apto";"Shaak Ti";180,19;84,21
"Apto";"Aayla Secura";180,59;83,55
"Apto";"Yoda";180,19;83,48
"Defeituoso";"Shaak Ti";180,44;83,23
"Apto";"Yoda";180,44;83,93
"Apto";"Yoda";180,34;83,71
"Apto";"Aayla Secura";180,88;83,46
"Apto";"Mace Windu";180,45;83,95
"Apto";"Obi-Wan Kenobi";180,39;83,02
"Apto";"Obi-Wan Kenobi";180,68;83,67
"Apto";"Shaak Ti";180,96;83,8
"Apto";"Shaak Ti";180,63;83,73
"Apto";"Yoda";180,82;83,01
"Apto";"Yoda";180,87;83,41
"Apto";"Mace Windu";180,74;83,08
"Apto";"Yoda";180,49;83,81
"Apto";"Obi-Wan Kenobi";180,56;84,26
"Apto";"Yoda";180,28;84,07
"Apto";"Mace Windu";180,71;83,16
"Apto";"Shaak Ti";180,17;84,2
"Defeituoso";"Yoda";180,41;83,14
"Apto";"Yoda";180,23;83,38
"Apto";"Mace Windu";181,09;84,17
"Apto";"Obi-Wan Kenobi";180,44;84,03
"Apto";"Mace Windu";180,92;83,8
"Apto";"Yoda";180,65;83,09
"Apto";"Yoda";181,19;84,15
"Apto";"Obi-Wan Kenobi";180,47;84,31
"Apto";"Mace Windu";180,73;84,03
"Apto";"Yoda";181,19;84,43
"Apto";"Mace Windu";180,5;83,91
"Apto";"Aayla Secura";180,27;83,18
"Apto";"Aayla Secura";180,31;83,65
"Apto";"Aayla Secura";181,13;83,62
"Apto";"Obi-Wan Kenobi";180,93;84,08
"Apto";"Mace Windu";180,08;84,18
"Apto";"Aayla Secura";180,73;83,5
"Apto";"Shaak Ti";180,66;84,28
"Apto";"Mace Windu";181,16;84,24
"Defeituoso";"Yoda";180,53;83,16
"Apto";"Aayla Secura";180,66;83,73
"Apto";"Obi-Wan Kenobi";180,33;84,46
"Apto";"Aayla Secura";180,09;83,28
"Defeituoso";"Yoda";180,51;83,09
"Apto";"Shaak Ti";180,19;83,6
"Apto";"Mace Windu";180,57;84,22
"Defeituoso";"Shaak Ti";180,43;83,38
"Apto";"Yoda";181,08;84,44
"Apto";"Yoda";180,74;83,04
"Apto";"Mace Windu";180,43;83,18
"Apto";"Obi-Wan Kenobi";180,23;83,24
"Apto";"Mace Windu";180,34;83,98
"Defeituoso";"Yoda";180,32;83,06
"Apto";"Obi-Wan Kenobi";180,87;84,24
"Defeituoso";"Yoda";180,53;83,02
"Defeituoso";"Shaak Ti";180,44;83,02
"Apto";"Yoda";180,43;84,31
"Apto";"Mace Windu";180,26;83,26
"Apto";"Aayla Secura";180,42;84,06
"Apto";"Aayla Secura";181,1;84,2
"Apto";"Aayla Secura";181,17;84,17
"Apto";"Shaak Ti";180,47;83,49
"Apto";"Yoda";181,19;84,45
"Defeituoso";"Yoda";180,43;83,36
"Apto";"Aayla Secura";180,56;83,54
"Apto";"Mace Windu";180,75;84,25
"Apto";"Yoda";180,04;83,05
"Apto";"Shaak Ti";180,46;83,5
"Apto";"Mace Windu";180,7;83,24
"Apto";"Obi-Wan Kenobi";180,8;84,15
"Apto";"Mace Windu";180,56;83,05
"Apto";"Shaak Ti";181,1;84,42
"Apto";"Shaak Ti";181,14;83,82
"Apto";"Aayla Secura";180,47;84,33
"Apto";"Aayla Secura";180,1;84,26
"Apto";"Yoda";180,3;83,72
"Apto";"Mace Windu";180,55;83,26
"Defeituoso";"Shaak Ti";180,26;83,27
"Defeituoso";"Shaak Ti";180,5;83,1
"Apto";"Shaak Ti";180,23;84,46
"Apto";"Shaak Ti";180,1;83,02
"Apto";"Yoda";180,03;83,17
"Apto";"Mace Windu";180,16;83,21
"Apto";"Obi-Wan Kenobi";180,6;84,22
"Apto";"Yoda";180,76;84,49
"Apto";"Obi-Wan Kenobi";180,92;83,77
"Apto";"Yoda";181,06;84,49
"Apto";"Shaak Ti";180,82;84,48
"Apto";"Obi-Wan Kenobi";180,1;84,27
"Apto";"Mace Windu";180,98;84,03
"Apto";"Aayla Secura";181,16;84,34
"Apto";"Yoda";180,57;84,34
"Apto";"Mace Windu";180,53;84,43
"Apto";"Mace Windu";180,24;83,31
"Apto";"Yoda";180,83;83,55
"Apto";"Shaak Ti";180,64;83,67
"Apto";"Yoda";181,02;83,85
"Defeituoso";"Shaak Ti";180,45;83,07
"Apto";"Mace Windu";180,95;83,26
"Apto";"Shaak Ti";180,03;83,89
"Apto";"Obi-Wan Kenobi";180,4;83,82
"Apto";"Yoda";180,73;83,18
"Apto";"Yoda";180,01;83,92
"Apto";"Obi-Wan Kenobi";180,41;83,02
"Apto";"Yoda";180,48;83,76
"Defeituoso";"Yoda";180,38;83,38
"Apto";"Mace Windu";180,32;83,11
"Apto";"Shaak Ti";180,66;83,82
"Apto";"Aayla Secura";181,07;83,5
"Apto";"Shaak Ti";181,18;84,28
"Defeituoso";"Shaak Ti";180,53;83,3
"Apto";"Mace Windu";180,65;84,39
"Apto";"Aayla Secura";180,55;84,03
"Apto";"Yoda";180,12;83,57
"Apto";"Shaak Ti";181,05;83,56
"Apto";"Obi-Wan Kenobi";181,11;83,41
"Apto";"Obi-Wan Kenobi";180,86;84,22
"Apto";"Aayla Secura";180,18;83,17
"Apto";"Yoda";180,83;83,37
"Apto";"Aayla Secura";180,37;83,9
"Apto";"Shaak Ti";180,38;83,6
"Apto";"Obi-Wan Kenobi";181,01;83,76
"Apto";"Shaak Ti";181,07;84,02
"Apto";"Aayla Secura";181,09;83,78
"Apto";"Shaak Ti";180,49;84,2
"Apto";"Yoda";181,14;83,44
"Apto";"Shaak Ti";180,03;83,31
"Apto";"Mace Windu";180,37;83,54
"Apto";"Mace Windu";180,04;83,99
"Apto";"Mace Windu";181,17;83,91
"Apto";"Obi-Wan Kenobi";180,28;83,58
"Apto";"Obi-Wan Kenobi";180,8;83,36
"Apto";"Aayla Secura";180;83,04
"Defeituoso";"Yoda";180,31;83,06
"Apto";"Mace Windu";180,81;83,19
"Apto";"Yoda";180,09;84,23
"Defeituoso";"Shaak Ti";180,28;83,04
"Apto";"Aayla Secura";180,21;83,55
"Apto";"Shaak Ti";180,68;84,01
"Apto";"Obi-Wan Kenobi";180,06;84,45
"Apto";"Mace Windu";180,12;83,77
"Apto";"Mace Windu";180,16;83,33
"Apto";"Aayla Secura";181;83,64
"Apto";"Shaak Ti";180,31;84,06
"Apto";"Aayla Secura";180,26;83,51
"Apto";"Obi-Wan Kenobi";180,06;83,73
"Apto";"Shaak Ti";181,17;83,28
"Apto";"Aayla Secura";181,18;83,25
"Apto";"Yoda";181,15;83,69
"Apto";"Yoda";181,13;83,54
"Apto";"Shaak Ti";180,75;84,37
"Apto";"Aayla Secura";181,08;83,89
"Apto";"Obi-Wan Kenobi";180,6;83,85
"Apto";"Aayla Secura";180,38;83,16
"Apto";"Obi-Wan Kenobi";180,53;84,06
"Apto";"Aayla Secura";181,19;83,3
"Defeituoso";"Yoda";180,48;83,22
"Apto";"Shaak Ti";180,63;83,59
"Defeituoso";"Yoda";180,53;83,04
"Apto";"Mace Windu";180,05;83,35
"Apto";"Mace Windu";181;84,22
"Apto";"Obi-Wan Kenobi";180,72;84,37
"Defeituoso";"Shaak Ti";180,51;83,08
"Apto";"Shaak Ti";181,09;84,37
"Defeituoso";"Shaak Ti";180,46;83,4
"Defeituoso";"Yoda";180,54;83,36
"Apto";"Shaak Ti";180,78;83,31
"Apto";"Aayla Secura";180,39;83,55
"Apto";"Mace Windu";180,66;83,79
"Defeituoso";"Yoda";180,31;83,2
"Apto";"Shaak Ti";180,09;83,98
"Apto";"Aayla Secura";180,55;83,67
"Apto";"Aayla Secura";180,32;84,23
"Apto";"Mace Windu";180,05;83,43
"Apto";"Aayla Secura";180,94;83,06
"Apto";"Shaak Ti";180,42;83,61
"Defeituoso";"Yoda";180,37;83,38
"Apto";"Yoda";180,86;84,03
"Defeituoso";"Yoda";180,37;83,17
"Apto";"Aayla Secura";180,3;84,29
"Apto";"Obi-Wan Kenobi";180,84;83,61
"Apto";"Mace Windu";180,02;84,01
"Apto";"Yoda";180,78;84,46
"Apto";"Mace Windu";180,14;83,65
"Apto";"Obi-Wan Kenobi";180,65;83,96
"Apto";"Aayla Secura";180,53;83,76
"Apto";"Aayla Secura";180,92;83,3
"Apto";"Obi-Wan Kenobi";180,72;83,34
"Apto";"Yoda";180,96;83,78
"Apto";"Obi-Wan Kenobi";180,29;83,88
"Apto";"Yoda";180,63;83,91
"Apto";"Shaak Ti";180,17;83,07
"Apto";"Yoda";180,55;84,38
"Apto";"Shaak Ti";180,01;83,86
"Apto";"Yoda";181,04;84,44
"Defeituoso";"Shaak Ti";180,42;83,18
"Apto";"Shaak Ti";180,55;84,22
"Defeituoso";"Shaak Ti";180,39;83,34
"Apto";"Mace Windu";180,79;83,45
"Apto";"Yoda";180,11;83,99
"Apto";"Mace Windu";180,94;83,43
"Defeituoso";"Shaak Ti";180,47;83,01
"Defeituoso";"Shaak Ti";180,51;83,16
"Apto";"Yoda";180,63;83,64
"Apto";"Mace Windu";180,62;84,33
"Apto";"Aayla Secura";180,87;83,21
"Apto";"Shaak Ti";181,01;83,36
"Apto";"Shaak Ti";181,19;83,44
"Defeituoso";"Yoda";180,35;83,36
"Apto";"Obi-Wan Kenobi";180,42;83,17
"Apto";"Yoda";181;84,27
"Apto";"Obi-Wan Kenobi";181,06;83,8
"Apto";"Yoda";180,21;83,82
"Apto";"Obi-Wan Kenobi";180,73;84,2
"Apto";"Obi-Wan Kenobi";181,19;84,31
"Defeituoso";"Shaak Ti";180,49;83,19
"Apto";"Aayla Secura";180,33;83,7
"Apto";"Aayla Secura";180,21;84,21
"Defeituoso";"Shaak Ti";180,3;83,38
"Apto";"Mace Windu";180,17;84,12
"Apto";"Yoda";180,83;84,11
"Defeituoso";"Yoda";180,38;83,38
"Apto";"Mace Windu";180,11;84,21
"Defeituoso";"Yoda";180,39;83,2
"Apto";"Obi-Wan Kenobi";180,46;83,38
"Apto";"Yoda";180,64;83,89
"Apto";"Aayla Secura";180,58;84,16
"Apto";"Aayla Secura";180,36;83,83
"Apto";"Yoda";180,29;83,77
"Apto";"Yoda";180,49;83,4
"Defeituoso";"Shaak Ti";180,3;83,15
"Apto";"Aayla Secura";180,04;84,1
"Apto";"Mace Windu";180,99;83,96
"Apto";"Aayla Secura";180,31;83,6
"Apto";"Mace Windu";180,83;84,36
"Apto";"Yoda";180,99;84,44
"Apto";"Mace Windu";180,54;84,4
"Apto";"Yoda";180,07;83,58
"Defeituoso";"Yoda";180,25;83,14
"Apto";"Shaak Ti";181,13;84,17
"Defeituoso";"Shaak Ti";180,52;83,05
"Apto";"Shaak Ti";180,71;84,02
"Apto";"Obi-Wan Kenobi";180,05;84,26
"Apto";"Obi-Wan Kenobi";180,68;83,29
"Apto";"Yoda";180,37;83,95
"Apto";"Mace Windu";180,61;84,3
"Apto";"Mace Windu";180,31;84,29
"Apto";"Shaak Ti";181,15;84,07
"Apto";"Yoda";180,39;84,22
"Apto";"Yoda";180,73;83,66
"Apto";"Yoda";180,89;83,58
"Apto";"Aayla Secura";181,04;83,15
"Apto";"Mace Windu";180,05;83,53
"Apto";"Obi-Wan Kenobi";180,7;83,51
"Apto";"Mace Windu";181,18;84,24
"Apto";"Yoda";180,66;83,47
"Apto";"Yoda";180;83,41
"Apto";"Obi-Wan Kenobi";180,3;84,32
"Apto";"Obi-Wan Kenobi";180,75;83,56
"Apto";"Yoda";180,39;83,4
"Apto";"Obi-Wan Kenobi";180,53;83,07
"Apto";"Shaak Ti";180,18;83,5
"Apto";"Obi-Wan Kenobi";180,02;84,25
"Apto";"Yoda";180,91;84,06
"Apto";"Yoda";180,89;84,37
"Apto";"Yoda";180,98;83,09
"Apto";"Yoda";181,07;83,37
"Apto";"Aayla Secura";180,32;83,13
"Apto";"Obi-Wan Kenobi";181,13;84,44
"Apto";"Shaak Ti";180,2;83,65
"Apto";"Aayla Secura";180,09;83,75
"Apto";"Shaak Ti";180,5;84,15
"Apto";"Aayla Secura";180,48;83,1
"Apto";"Shaak Ti";180,7;83,34
"Apto";"Shaak Ti";180,39;84,28
"Apto";"Aayla Secura";180,81;83,51
"Apto";"Aayla Secura";180,46;83,01
"Apto";"Obi-Wan Kenobi";181,18;83,46
"Apto";"Mace Windu";180,97;83,32
"Apto";"Aayla Secura";180,78;83,72
"Apto";"Obi-Wan Kenobi";180,46;83,66
"Apto";"Shaak Ti";181,03;83,01
"Defeituoso";"Shaak Ti";180,48;83,07
"Apto";"Yoda";180,69;84,26
"Apto";"Aayla Secura";181,08;83,89
"Apto";"Obi-Wan Kenobi";180,04;84,28
"Defeituoso";"Shaak Ti";180,53;83,36
"Apto";"Shaak Ti";180,88;83,54
"Defeituoso";"Shaak Ti";180,31;83,18
"Apto";"Shaak Ti";180,17;84,26
"Apto";"Yoda";180,31;84,46
"Apto";"Yoda";180,35;83,52
"Apto";"Mace Windu";180,91;83,81
"Apto";"Obi-Wan Kenobi";180,31;83,21
"Apto";"Mace Windu";181,05;83,44
"Apto";"Mace Windu";181;83,66
"Apto";"Yoda";180,12;84,16
"Apto";"Obi-Wan Kenobi";180,05;83,51
"Defeituoso";"Shaak Ti";180,25;83,05
"Defeituoso";"Shaak Ti";180,26;83,05
"Apto";"Mace Windu";180,8;83,54
"Defeituoso";"Shaak Ti";180,5;83,35
"Apto";"Obi-Wan Kenobi";181,02;83,15
"Apto";"Obi-Wan Kenobi";180,12;84,37
"Apto";"Mace Windu";180,21;83,67
"Apto";"Yoda";180,04;84,14
"Apto";"Shaak Ti";180,3;84,01
"Apto";"Yoda";180,18;84,32
"Apto";"Shaak Ti";180,82;83,6
"Apto";"Aayla Secura";180,97;83,95
"Apto";"Mace Windu";180,59;84,11
"Apto";"Mace Windu";181,1;83,3
"Apto";"Shaak Ti";180,02;84,33
"Apto";"Shaak Ti";180,99;83,74
"Apto";"Shaak Ti";181,17;84,15
"Apto";"Aayla Secura";180,61;83,82
"Apto";"Shaak Ti";180;84,38
"Apto";"Aayla Secura";180,57;84,42
"Apto";"Aayla Secura";180,17;83,01
"Defeituoso";"Yoda";180,31;83,26
"Apto";"Obi-Wan Kenobi";180,36;83,16
"Apto";"Mace Windu";181,04;84,06
"Defeituoso";"Shaak Ti";180,45;83,29
"Apto";"Aayla Secura";180,23;83,84
"Apto";"Mace Windu";180,74;83,4
"Apto";"Mace Windu";180,53;84,18
"Apto";"Mace Windu";180,61;84,45
"Apto";"Yoda";180,39;83,43
"Apto";"Obi-Wan Kenobi";180,79;83,18
"Apto";"Obi-Wan Kenobi";180,3;83,29
"Apto";"Obi-Wan Kenobi";180,87;83,16
"Apto";"Obi-Wan Kenobi";181,02;83,98
"Apto";"Aayla Secura";180,48;83,45
"Apto";"Mace Windu";181,09;84,06
"Apto";"Aayla Secura";180,35;83,81
"Apto";"Obi-Wan Kenobi";181,15;83,64
"Apto";"Mace Windu";181,02;84,31
"Apto";"Aayla Secura";180,79;83,92
"Apto";"Yoda";180,02;84,13
"Apto";"Aayla Secura";180,22;83,25
"Apto";"Aayla Secura";180,75;83,31
"Apto";"Obi-Wan Kenobi";180,13;83,53
"Apto";"Yoda";181,1;83,59
"Apto";"Yoda";180,86;83,24
"Defeituoso";"Shaak Ti";180,42;83,35
"Defeituoso";"Shaak Ti";180,54;83,29
"Apto";"Obi-Wan Kenobi";180,83;83,26
"Apto";"Aayla Secura";180,78;83,09
"Apto";"Shaak Ti";180,13;83,05
"Apto";"Obi-Wan Kenobi";180,22;84,02
"Apto";"Aayla Secura";180,78;84,46
"Apto";"Yoda";181,14;84,05
"Apto";"Aayla Secura";181,09;83,24
"Apto";"Aayla Secura";180,34;84,15
"Apto";"Mace Windu";180,24;84,1
"Apto";"Aayla Secura";180,18;84,06
"Apto";"Obi-Wan Kenobi";180,21;84
"Apto";"Aayla Secura";180,47;83,33
"Apto";"Mace Windu";180,84;83,05
"Apto";"Mace Windu";181,05;83,19
"Apto";"Shaak Ti";180,32;84,02
"Apto";"Shaak Ti";180,87;83,64
"Apto";"Mace Windu";180,19;84,02
"Apto";"Aayla Secura";180,01;84,19
"Apto";"Mace Windu";180,72;84,36
"Apto";"Mace Windu";180,16;84,08
"Apto";"Yoda";181,14;83,46
"Apto";"Shaak Ti";180,16;83,05
"Apto";"Aayla Secura";180,33;83,86
"Apto";"Yoda";180,81;84,03
"Apto";"Yoda";180,58;84,3
"Defeituoso";"Shaak Ti";180,44;83,25
"Apto";"Shaak Ti";180,01;84,33
"Defeituoso";"Shaak Ti";180,25;83,34
"Apto";"Aayla Secura";180,69;84,49
"Defeituoso";"Shaak Ti";180,48;83
"Apto";"Obi-Wan Kenobi";181,04;83,1
"Apto";"Shaak Ti";181,18;83,21
"Apto";"Shaak Ti";180,97;83,22
"Apto";"Obi-Wan Kenobi";180,34;84,06
"Apto";"Yoda";181,1;84,08
"Defeituoso";"Yoda";180,29;83,37
"Apto";"Mace Windu";180,85;83,66
"Defeituoso";"Yoda";180,52;83,32
"Apto";"Obi-Wan Kenobi";180,13;83,04
"Apto";"Mace Windu";180,9;84,28
"Defeituoso";"Shaak Ti";180,25;83,14
"Apto";"Shaak Ti";180,23;84,2
"Apto";"Mace Windu";180,09;83,08
"Apto";"Shaak Ti";180,48;84,25
"Apto";"Aayla Secura";180,92;83,21
"Apto";"Yoda";180,93;83,31
"Apto";"Shaak Ti";180,52;84,22
"Apto";"Aayla Secura";180,09;83,62
"Apto";"Obi-Wan Kenobi";180,1;83,6
"Defeituoso";"Shaak Ti";180,38;83,34
"Apto";"Obi-Wan Kenobi";180,36;83,37
"Apto";"Mace Windu";180,43;83,52
"Apto";"Obi-Wan Kenobi";180,97;83,4
"Apto";"Aayla Secura";180,93;84,07
"Apto";"Yoda";181,05;83,79
"Defeituoso";"Yoda";180,4;83,17
"Defeituoso";"Yoda";180,4;83,16
"Apto";"Obi-Wan Kenobi";180,24;84,28
"Apto";"Aayla Secura";180,77;84,06
"Apto";"Mace Windu";180,34;83,04
"Apto";"Obi-Wan Kenobi";180,87;83,38
"Apto";"Shaak Ti";180,91;83,62
"Apto";"Shaak Ti";181,01;83,83
"Apto";"Aayla Secura";180,82;83,36
"Apto";"Shaak Ti";180,41;84,36
"Apto";"Shaak Ti";180,8;84,34
"Apto";"Aayla Secura";180,93;83,12
"Apto";"Aayla Secura";180,43;83,65
"Apto";"Mace Windu";180,83;83,57
"Defeituoso";"Yoda";180,4;83,26
"Defeituoso";"Shaak Ti";180,34;83,37
"Apto";"Yoda";180,79;84,44
"Apto";"Obi-Wan Kenobi";180,11;83,28
"Apto";"Mace Windu";180,53;83,07
"Apto";"Aayla Secura";180,75;83,67
"Apto";"Obi-Wan Kenobi";180,88;83,1
"Apto";"Mace Windu";180,55;84,12
"Apto";"Yoda";180,19;83,5
"Apto";"Obi-Wan Kenobi";181,19;84,31
"Apto";"Mace Windu";180,9;83,12
"Apto";"Yoda";180,07;83,44
"Apto";"Aayla Secura";180,08;84,27
"Apto";"Obi-Wan Kenobi";180,05;83,21
"Apto";"Yoda";180,77;84,26
"Apto";"Mace Windu";180,46;83,16
"Defeituoso";"Shaak Ti";180,29;83,17
"Apto";"Aayla Secura";180,23;84,02
"Apto";"Aayla Secura";180,04;84,47
"Apto";"Shaak Ti";180,3;84,48
"Apto";"Shaak Ti";180,63;84,29
"Defeituoso";"Yoda";180,36;83,03
"Defeituoso";"Yoda";180,46;83,23
"Defeituoso";"Shaak Ti";180,38;83,12
"Apto";"Aayla Secura";181,05;84,15
"Apto";"Shaak Ti";180,8;83,27
"Apto";"Aayla Secura";180,08;83,71
"Apto";"Aayla Secura";181,15;83,71
"Apto";"Yoda";180,77;84,27
"Apto";"Mace Windu";180,77;84,02
"Apto";"Yoda";180,76;83,64
"Apto";"Mace Windu";180,86;84,16
"Apto";"Shaak Ti";181,01;83,88
"Apto";"Shaak Ti";180,62;84,03
"Apto";"Obi-Wan Kenobi";180,5;83,06
"Apto";"Obi-Wan Kenobi";180,69;83,37
"Apto";"Aayla Secura";180,39;83,43
"Defeituoso";"Shaak Ti";180,54;83,16
"Apto";"Obi-Wan Kenobi";180,28;83,98
"Apto";"Shaak Ti";180,62;83,97
"Apto";"Obi-Wan Kenobi";180,28;83,64
"Apto";"Yoda";180,08;84,2
"Apto";"Obi-Wan Kenobi";180,63;84,22
"Apto";"Yoda";181,07;84,12
"Defeituoso";"Yoda";180,46;83,28
"Apto";"Mace Windu";180,1;83,11
"Apto";"Aayla Secura";180,61;83,77
"Apto";"Obi-Wan Kenobi";180,91;83,19
"Apto";"Aayla Secura";180,36;83,17
"Apto";"Mace Windu";180,56;83,91
"Apto";"Yoda";181,2;83,84
"Defeituoso";"Shaak Ti";180,33;83,15
"Apto";"Mace Windu";180,96;83,99
"Apto";"Yoda";180,22;83,36
"Apto";"Obi-Wan Kenobi";180,49;83,33
"Apto";"Aayla Secura";180,4;83,03
"Apto";"Mace Windu";180,41;83,96
"Apto";"Shaak Ti";180,09;83,49
"Apto";"Aayla Secura";180,03;83,27
"Apto";"Obi-Wan Kenobi";181,2;84,11
"Defeituoso";"Yoda";180,5;83,09
"Apto";"Shaak Ti";181,1;84,37
"Apto";"Aayla Secura";180,73;83,27
"Apto";"Obi-Wan Kenobi";180,74;83,32
"Apto";"Yoda";180,63;83,42
"Apto";"Yoda";180,36;83,96
"Apto";"Obi-Wan Kenobi";180,5;83,03
"Apto";"Aayla Secura";180,04;84,07
"Apto";"Shaak Ti";180,57;84,19
"Apto";"Obi-Wan Kenobi";180,66;83,27
"Apto";"Yoda";181,08;83,62
"Defeituoso";"Shaak Ti";180,54;83,14
"Apto";"Shaak Ti";181,04;83,97
"Apto";"Aayla Secura";181,02;84,44
"Apto";"Aayla Secura";180,19;84,38
"Apto";"Yoda";181,19;84,34
"Apto";"Mace Windu";180,37;83,14
"Defeituoso";"Shaak Ti";180,39;83,34
"Apto";"Shaak Ti";181,06;83,41
"Apto";"Mace Windu";181,1;83,03
"Apto";"Shaak Ti";181,11;84,02
"Apto";"Obi-Wan Kenobi";180,27;83,85
"Apto";"Mace Windu";181,16;83,84
"Apto";"Aayla Secura";180,46;83,74
"Apto";"Yoda";180,99;84,4
"Apto";"Mace Windu";180,89;84,46
"Apto";"Mace Windu";180,76;83,93
"Apto";"Obi-Wan Kenobi";181,16;84,08
"Apto";"Obi-Wan Kenobi";180,28;84,39
"Apto";"Obi-Wan Kenobi";180,59;83,56
"Defeituoso";"Shaak Ti";180,46;83,22
"Defeituoso";"Yoda";180,37;83,13
"Apto";"Obi-Wan Kenobi";181,16;83,32
"Apto";"Mace Windu";180,72;83,41
"Apto";"Shaak Ti";180,22;83,22
"Apto";"Aayla Secura";180,49;83,06
